depth	age	Mg/Ca	Sr/Ca	
19.700	8793.448	38.428	0.334	
19.700	8793.408	44.011	0.407	
19.699	8793.368	37.793	0.418	
19.699	8793.329	48.767	0.462	
19.699	8793.289	39.964	0.391	
19.699	8793.250	40.529	0.420	
19.699	8793.210	39.895	0.389	
19.699	8793.170	41.555	0.407	
19.699	8793.131	43.985	0.406	
19.699	8793.091	42.722	0.361	
19.699	8793.052	37.813	0.377	
19.699	8793.012	40.898	0.347	
19.699	8792.972	44.585	0.388	
19.699	8792.933	40.209	0.425	
19.699	8792.893	42.922	0.421	
19.698	8792.854	41.407	0.367	
19.698	8792.814	38.469	0.355	
19.698	8792.774	44.803	0.428	
19.698	8792.735	44.391	0.420	
19.698	8792.695	41.823	0.363	
19.698	8792.656	45.242	0.360	
19.698	8792.616	38.481	0.319	
19.698	8792.577	43.848	0.386	
19.698	8792.537	37.491	0.344	
19.698	8792.497	43.876	0.393	
19.698	8792.458	40.234	0.383	
19.698	8792.418	41.012	0.426	
19.698	8792.379	42.205	0.404	
19.697	8792.339	44.422	0.447	
19.697	8792.300	39.181	0.331	
19.697	8792.260	44.379	0.373	
19.697	8792.220	38.262	0.362	
19.697	8792.181	44.564	0.419	
19.697	8792.141	41.291	0.355	
19.697	8792.102	43.337	0.448	
19.697	8792.062	41.667	0.332	
19.697	8792.023	43.886	0.392	
19.697	8791.983	40.435	0.312	
19.697	8791.944	41.651	0.422	
19.697	8791.904	40.784	0.407	
19.697	8791.865	40.431	0.352	
19.697	8791.825	38.760	0.369	
19.696	8791.786	42.142	0.403	
19.696	8791.746	44.112	0.361	
19.696	8791.707	43.555	0.407	
19.696	8791.667	37.937	0.357	
19.696	8791.628	45.666	0.395	
19.696	8791.588	38.126	0.370	
19.696	8791.549	40.442	0.424	
19.696	8791.509	41.614	0.378	
19.696	8791.470	40.258	0.367	
19.696	8791.430	39.305	0.377	
19.696	8791.391	39.005	0.368	
19.696	8791.351	43.216	0.388	
19.696	8791.312	44.357	0.365	
19.695	8791.273	40.574	0.367	
19.695	8791.233	41.368	0.355	
19.695	8791.194	44.936	0.380	
19.695	8791.154	41.761	0.338	
19.695	8791.115	39.909	0.355	
19.695	8791.076	40.556	0.352	
19.695	8791.036	43.213	0.390	
19.695	8790.997	41.964	0.352	
19.695	8790.957	44.877	0.385	
19.695	8790.918	43.020	0.362	
19.695	8790.879	38.786	0.343	
19.695	8790.839	43.515	0.413	
19.695	8790.800	41.371	0.355	
19.695	8790.761	46.507	0.385	
19.694	8790.721	42.208	0.348	
19.694	8790.682	40.031	0.350	
19.694	8790.643	37.458	0.320	
19.694	8790.604	42.071	0.381	
19.694	8790.564	40.766	0.371	
19.694	8790.525	41.543	0.360	
19.694	8790.486	38.465	0.346	
19.694	8790.447	43.511	0.368	
19.694	8790.407	39.463	0.383	
19.694	8790.368	45.529	0.399	
19.694	8790.329	41.601	0.358	
19.694	8790.290	43.307	0.380	
19.694	8790.251	38.780	0.348	
19.693	8790.212	47.046	0.402	
19.693	8790.172	38.009	0.320	
19.693	8790.133	43.523	0.415	
19.693	8790.094	36.758	0.356	
19.693	8790.055	45.652	0.383	
19.693	8790.016	40.374	0.360	
19.693	8789.977	45.837	0.395	
19.693	8789.938	43.367	0.375	
19.693	8789.899	43.514	0.403	
19.693	8789.860	42.123	0.376	
19.693	8789.820	45.427	0.400	
19.693	8789.781	38.538	0.350	
19.693	8789.742	44.935	0.383	
19.693	8789.703	41.876	0.372	
19.692	8789.664	41.580	0.373	
19.692	8789.625	38.941	0.357	
19.692	8789.586	44.088	0.371	
19.692	8789.547	47.141	0.382	
19.692	8789.508	43.037	0.391	
19.692	8789.469	44.730	0.375	
19.692	8789.430	41.789	0.382	
19.692	8789.391	42.407	0.336	
19.692	8789.352	46.718	0.374	
19.692	8789.313	41.507	0.333	
19.692	8789.274	43.283	0.370	
19.692	8789.235	40.490	0.347	
19.692	8789.196	42.459	0.393	
19.691	8789.156	44.428	0.384	
19.691	8789.117	38.646	0.365	
19.691	8789.078	45.319	0.395	
19.691	8789.039	42.831	0.354	
19.691	8789.000	41.014	0.389	
19.691	8788.961	44.999	0.385	
19.691	8788.922	45.369	0.404	
19.691	8788.883	36.615	0.304	
19.691	8788.844	41.074	0.361	
19.691	8788.805	43.353	0.391	
19.691	8788.765	39.430	0.350	
19.691	8788.726	42.986	0.375	
19.691	8788.687	45.019	0.379	
19.690	8788.648	43.298	0.408	
19.690	8788.609	39.476	0.350	
19.690	8788.570	43.294	0.368	
19.690	8788.530	42.045	0.361	
19.690	8788.491	44.953	0.384	
19.690	8788.452	41.534	0.395	
19.690	8788.413	42.021	0.382	
19.690	8788.373	41.404	0.347	
19.690	8788.334	42.797	0.380	
19.690	8788.295	39.087	0.368	
19.690	8788.255	43.958	0.398	
19.690	8788.216	37.661	0.348	
19.690	8788.177	46.867	0.419	
19.690	8788.137	40.886	0.365	
19.689	8788.098	44.583	0.416	
19.689	8788.058	42.770	0.358	
19.689	8788.019	44.023	0.393	
19.689	8787.979	38.603	0.386	
19.689	8787.940	49.639	0.442	
19.689	8787.900	44.514	0.346	
19.689	8787.861	38.259	0.370	
19.689	8787.821	44.794	0.372	
19.689	8787.782	45.396	0.372	
19.689	8787.742	44.367	0.370	
19.689	8787.702	45.485	0.392	
19.689	8787.663	38.533	0.367	
19.689	8787.623	45.514	0.452	
19.688	8787.583	41.051	0.395	
19.688	8787.543	44.379	0.396	
19.688	8787.504	43.785	0.402	
19.688	8787.464	42.678	0.358	
19.688	8787.424	44.972	0.379	
19.688	8787.384	41.566	0.370	
19.688	8787.344	51.576	0.430	
19.688	8787.304	41.932	0.408	
19.688	8787.264	53.289	0.469	
19.688	8787.224	38.416	0.365	
19.688	8787.184	45.582	0.360	
19.688	8787.144	41.085	0.399	
19.688	8787.104	53.116	0.442	
19.688	8787.064	34.990	0.361	
19.687	8787.023	56.183	0.454	
19.687	8786.983	50.174	0.358	
19.687	8786.943	44.099	0.421	
19.687	8786.903	46.000	0.426	
19.687	8786.862	40.194	0.439	
19.687	8786.822	51.556	0.368	
19.687	8786.782	42.937	0.414	
19.687	8786.741	43.434	0.338	
19.687	8786.701	41.347	0.403	
19.687	8786.660	40.630	0.430	
19.687	8786.620	42.207	0.343	
19.687	8786.579	39.140	0.429	
19.687	8786.539	48.093	0.384	
19.686	8786.499	35.323	0.371	
19.686	8786.458	43.674	0.356	
19.686	8786.418	43.387	0.463	
19.686	8786.377	43.395	0.373	
19.686	8786.337	43.348	0.339	
19.686	8786.296	42.724	0.403	
19.686	8786.256	34.116	0.342	
19.686	8786.215	37.991	0.743	
19.686	8786.175	44.316	0.407	
19.686	8786.134	43.730	0.363	
19.686	8786.094	36.949	0.381	
19.686	8786.054	43.132	0.393	
19.686	8786.013	47.800	0.354	
19.685	8785.973	42.679	0.406	
19.685	8785.933	45.842	0.375	
19.685	8785.892	44.760	0.394	
19.685	8785.852	31.810	0.320	
19.685	8785.812	37.111	0.326	
19.685	8785.772	40.359	0.392	
19.685	8785.731	44.074	0.335	
19.685	8785.691	38.656	0.332	
19.685	8785.651	42.889	0.427	
19.685	8785.611	41.101	0.409	
19.685	8785.571	51.445	0.423	
19.685	8785.531	39.782	0.395	
19.685	8785.491	46.952	0.374	
19.685	8785.452	37.365	0.365	
19.684	8785.412	43.568	0.414	
19.684	8785.372	40.528	0.385	
19.684	8785.332	45.533	0.407	
19.684	8785.293	42.336	0.359	
19.684	8785.253	43.305	0.422	
19.684	8785.214	38.939	0.391	
19.684	8785.174	43.460	0.419	
19.684	8785.135	43.419	0.380	
19.684	8785.096	47.247	0.376	
19.684	8785.056	52.548	0.419	
19.684	8785.017	41.874	0.334	
19.684	8784.978	57.817	0.451	
19.684	8784.939	44.771	0.425	
19.683	8784.900	45.004	0.349	
19.683	8784.862	55.850	0.478	
19.683	8784.823	46.362	0.421	
19.683	8784.784	38.913	0.353	
19.683	8784.746	41.329	0.387	
19.683	8784.707	41.678	0.406	
19.683	8784.669	44.849	0.403	
19.683	8784.631	42.798	0.357	
19.683	8784.593	55.928	0.460	
19.683	8784.555	43.289	0.418	
19.683	8784.517	45.669	0.452	
19.683	8784.479	43.179	0.427	
19.683	8784.441	40.209	0.383	
19.683	8784.404	36.235	0.356	
19.682	8784.366	43.950	0.416	
19.682	8784.329	45.722	0.418	
19.682	8784.292	40.356	0.390	
19.682	8784.255	38.983	0.346	
19.682	8784.218	40.258	0.335	
19.682	8784.181	34.461	0.373	
19.682	8784.144	44.985	0.434	
19.682	8784.107	41.990	0.447	
19.682	8784.071	37.910	0.323	
19.682	8784.035	44.588	0.321	
19.682	8783.998	51.039	0.432	
19.682	8783.962	48.514	0.404	
19.682	8783.926	39.316	0.382	
19.681	8783.891	46.183	0.410	
19.681	8783.855	49.657	0.510	
19.681	8783.820	48.255	0.348	
19.681	8783.784	43.795	0.345	
19.681	8783.749	43.352	0.508	
19.681	8783.714	45.569	0.487	
19.681	8783.679	41.746	0.335	
19.681	8783.644	44.229	0.382	
19.681	8783.609	46.706	0.337	
19.681	8783.575	50.221	0.379	
19.681	8783.540	36.996	0.420	
19.681	8783.506	49.349	0.529	
19.681	8783.472	42.391	0.331	
19.681	8783.438	41.065	0.349	
19.680	8783.404	36.148	0.337	
19.680	8783.370	39.555	0.360	
19.680	8783.336	44.233	0.391	
19.680	8783.302	54.390	0.521	
19.680	8783.268	40.371	0.400	
19.680	8783.235	42.085	0.388	
19.680	8783.201	45.564	0.466	
19.680	8783.168	39.310	0.349	
19.680	8783.134	46.157	0.394	
19.680	8783.101	39.419	0.325	
19.680	8783.068	49.058	0.441	
19.680	8783.035	47.945	0.430	
19.680	8783.002	46.232	0.410	
19.679	8782.969	53.163	0.431	
19.679	8782.936	43.853	0.373	
19.679	8782.903	41.008	0.405	
19.679	8782.870	45.190	0.445	
19.679	8782.837	38.381	0.357	
19.679	8782.805	45.929	0.391	
19.679	8782.772	50.594	0.440	
19.679	8782.739	37.977	0.357	
19.679	8782.707	46.149	0.356	
19.679	8782.674	46.307	0.368	
19.679	8782.642	53.855	0.369	
19.679	8782.609	43.082	0.357	
19.679	8782.577	42.357	0.382	
19.678	8782.544	40.029	0.377	
19.678	8782.512	43.247	0.369	
19.678	8782.479	39.441	0.372	
19.678	8782.447	43.758	0.384	
19.678	8782.415	41.861	0.368	
19.678	8782.382	45.553	0.373	
19.678	8782.350	42.429	0.400	
19.678	8782.317	46.971	0.392	
19.678	8782.285	47.145	0.374	
19.678	8782.253	39.953	0.330	
19.678	8782.220	45.176	0.442	
19.678	8782.188	47.522	0.368	
19.678	8782.156	53.087	0.420	
19.678	8782.123	42.385	0.364	
19.677	8782.091	43.612	0.418	
19.677	8782.058	49.814	0.393	
19.677	8782.026	36.537	0.308	
19.677	8781.993	41.468	0.301	
19.677	8781.961	45.211	0.424	
19.677	8781.928	40.559	0.377	
19.677	8781.895	40.358	0.380	
19.677	8781.863	45.748	0.455	
19.677	8781.830	42.351	0.383	
19.677	8781.797	42.591	0.348	
19.677	8781.764	46.214	0.385	
19.677	8781.732	46.311	0.413	
19.677	8781.699	45.987	0.400	
19.676	8781.666	42.568	0.396	
19.676	8781.633	38.862	0.384	
19.676	8781.599	43.489	0.397	
19.676	8781.566	41.087	0.325	
19.676	8781.533	41.411	0.367	
19.676	8781.500	37.647	0.406	
19.676	8781.466	47.581	0.402	
19.676	8781.433	44.841	0.388	
19.676	8781.399	50.277	0.410	
19.676	8781.366	43.805	0.512	
19.676	8781.332	50.890	0.410	
19.676	8781.298	48.958	0.456	
19.676	8781.264	44.913	0.418	
19.676	8781.230	47.125	0.452	
19.675	8781.196	44.712	0.416	
19.675	8781.162	45.631	0.373	
19.675	8781.127	45.049	0.390	
19.675	8781.093	44.890	0.421	
19.675	8781.058	44.500	0.418	
19.675	8781.024	39.139	0.360	
19.675	8780.989	48.057	0.436	
19.675	8780.954	41.234	0.451	
19.675	8780.919	48.693	0.426	
19.675	8780.884	41.693	0.381	
19.675	8780.848	51.805	0.435	
19.675	8780.813	38.425	0.368	
19.675	8780.777	45.532	0.413	
19.674	8780.742	51.274	0.387	
19.674	8780.706	46.128	0.394	
19.674	8780.670	44.798	0.380	
19.674	8780.634	46.804	0.419	
19.674	8780.597	40.470	0.345	
19.674	8780.561	50.127	0.416	
19.674	8780.524	39.417	0.354	
19.674	8780.488	45.597	0.432	
19.674	8780.451	41.351	0.386	
19.674	8780.414	43.217	0.381	
19.674	8780.377	39.430	0.352	
19.674	8780.340	47.796	0.450	
19.674	8780.303	39.702	0.395	
19.673	8780.265	48.067	0.440	
19.673	8780.228	41.095	0.372	
19.673	8780.190	49.579	0.483	
19.673	8780.152	42.581	0.419	
19.673	8780.115	48.213	0.444	
19.673	8780.077	40.620	0.358	
19.673	8780.039	49.020	0.411	
19.673	8780.001	43.899	0.413	
19.673	8779.962	45.387	0.434	
19.673	8779.924	46.998	0.449	
19.673	8779.886	45.243	0.402	
19.673	8779.847	45.127	0.392	
19.673	8779.809	46.974	0.426	
19.673	8779.770	47.204	0.411	
19.672	8779.731	44.230	0.393	
19.672	8779.692	44.180	0.416	
19.672	8779.654	46.517	0.394	
19.672	8779.615	47.823	0.448	
19.672	8779.576	44.758	0.410	
19.672	8779.537	49.018	0.407	
19.672	8779.497	47.170	0.391	
19.672	8779.458	43.687	0.408	
19.672	8779.419	46.819	0.388	
19.672	8779.380	48.814	0.427	
19.672	8779.340	40.301	0.359	
19.672	8779.301	49.906	0.410	
19.672	8779.261	46.252	0.374	
19.671	8779.222	49.097	0.427	
19.671	8779.182	44.673	0.417	
19.671	8779.142	48.007	0.376	
19.671	8779.103	45.940	0.404	
19.671	8779.063	44.619	0.360	
19.671	8779.023	42.998	0.373	
19.671	8778.983	45.654	0.408	
19.671	8778.943	44.623	0.396	
19.671	8778.903	45.753	0.409	
19.671	8778.864	44.884	0.358	
19.671	8778.824	45.047	0.359	
19.671	8778.784	41.950	0.366	
19.671	8778.744	45.281	0.400	
19.671	8778.704	44.093	0.376	
19.670	8778.664	47.924	0.409	
19.670	8778.623	42.377	0.375	
19.670	8778.583	44.430	0.389	
19.670	8778.543	42.263	0.375	
19.670	8778.503	44.779	0.374	
19.670	8778.463	40.652	0.348	
19.670	8778.423	41.422	0.406	
19.670	8778.383	40.205	0.357	
19.670	8778.343	45.233	0.400	
19.670	8778.303	44.330	0.362	
19.670	8778.262	45.158	0.426	
19.670	8778.222	45.503	0.388	
19.670	8778.182	46.173	0.391	
19.669	8778.142	43.118	0.363	
19.669	8778.102	43.571	0.365	
19.669	8778.062	44.409	0.375	
19.669	8778.022	43.073	0.381	
19.669	8777.982	42.747	0.381	
19.669	8777.942	43.183	0.371	
19.669	8777.902	46.421	0.398	
19.669	8777.862	41.830	0.372	
19.669	8777.822	44.459	0.391	
19.669	8777.782	40.103	0.364	
19.669	8777.742	41.557	0.379	
19.669	8777.702	43.834	0.366	
19.669	8777.662	47.212	0.376	
19.669	8777.623	47.924	0.379	
19.668	8777.583	51.619	0.443	
19.668	8777.543	47.451	0.414	
19.668	8777.503	46.089	0.403	
19.668	8777.464	46.231	0.367	
19.668	8777.424	40.996	0.391	
19.668	8777.385	44.542	0.418	
19.668	8777.345	46.913	0.379	
19.668	8777.306	41.284	0.408	
19.668	8777.266	52.919	0.412	
19.668	8777.227	48.229	0.427	
19.668	8777.187	44.603	0.417	
19.668	8777.148	43.800	0.407	
19.668	8777.109	39.209	0.356	
19.667	8777.070	49.017	0.390	
19.667	8777.030	49.735	0.433	
19.667	8776.991	37.813	0.333	
19.667	8776.952	41.128	0.377	
19.667	8776.913	44.084	0.349	
19.667	8776.874	47.347	0.422	
19.667	8776.835	44.439	0.417	
19.667	8776.795	43.183	0.429	
19.667	8776.756	43.815	0.411	
19.667	8776.717	48.483	0.371	
19.667	8776.678	39.351	0.362	
19.667	8776.639	39.616	0.390	
19.667	8776.601	40.374	0.353	
19.666	8776.562	50.788	0.394	
19.666	8776.523	43.274	0.329	
19.666	8776.484	52.885	0.427	
19.666	8776.445	44.824	0.370	
19.666	8776.406	46.481	0.419	
19.666	8776.367	45.649	0.392	
19.666	8776.329	47.218	0.430	
19.666	8776.290	41.502	0.323	
19.666	8776.251	39.725	0.349	
19.666	8776.212	38.978	0.291	
19.666	8776.174	44.007	0.425	
19.666	8776.135	45.263	0.367	
19.666	8776.096	42.567	0.341	
19.666	8776.058	46.102	0.385	
19.665	8776.019	38.374	0.401	
19.665	8775.980	42.016	0.447	
19.665	8775.942	42.066	0.367	
19.665	8775.903	46.652	0.381	
19.665	8775.865	44.358	0.417	
19.665	8775.826	36.131	0.360	
19.665	8775.788	40.484	0.374	
19.665	8775.749	42.378	0.368	
19.665	8775.710	39.202	0.358	
19.665	8775.672	46.610	0.397	
19.665	8775.633	46.928	0.396	
19.665	8775.595	39.303	0.357	
19.665	8775.556	44.703	0.400	
19.664	8775.518	40.415	0.403	
19.664	8775.479	46.118	0.429	
19.664	8775.441	41.671	0.380	
19.664	8775.402	41.607	0.356	
19.664	8775.364	42.464	0.362	
19.664	8775.326	43.926	0.376	
19.664	8775.287	40.461	0.405	
19.664	8775.249	43.231	0.364	
19.664	8775.210	49.553	0.421	
19.664	8775.172	44.225	0.429	
19.664	8775.133	48.999	0.402	
19.664	8775.095	47.154	0.410	
19.664	8775.056	42.704	0.375	
19.664	8775.018	47.340	0.362	
19.663	8774.980	42.782	0.373	
19.663	8774.941	45.768	0.379	
19.663	8774.903	42.846	0.361	
19.663	8774.864	39.999	0.369	
19.663	8774.826	41.164	0.407	
19.663	8774.787	42.513	0.417	
19.663	8774.749	41.658	0.331	
19.663	8774.710	41.314	0.363	
19.663	8774.672	41.945	0.355	
19.663	8774.633	45.501	0.402	
19.663	8774.595	41.558	0.345	
19.663	8774.556	50.788	0.470	
19.663	8774.518	40.660	0.343	
19.662	8774.479	39.682	0.389	
19.662	8774.441	35.870	0.313	
19.662	8774.402	42.094	0.353	
19.662	8774.364	45.733	0.407	
19.662	8774.325	42.451	0.359	
19.662	8774.287	43.542	0.359	
19.662	8774.248	38.974	0.318	
19.662	8774.210	39.510	0.356	
19.662	8774.171	40.979	0.299	
19.662	8774.133	39.045	0.337	
19.662	8774.094	42.547	0.374	
19.662	8774.055	37.869	0.321	
19.662	8774.017	46.439	0.389	
19.661	8773.978	38.620	0.314	
19.661	8773.940	44.177	0.346	
19.661	8773.901	46.199	0.395	
19.661	8773.862	44.947	0.380	
19.661	8773.824	36.654	0.317	
19.661	8773.785	41.214	0.343	
19.661	8773.747	38.661	0.357	
19.661	8773.708	44.316	0.401	
19.661	8773.669	48.134	0.404	
19.661	8773.631	41.790	0.350	
19.661	8773.592	50.030	0.334	
19.661	8773.553	35.838	0.313	
19.661	8773.515	42.190	0.347	
19.661	8773.476	35.911	0.359	
19.660	8773.437	47.032	0.396	
19.660	8773.399	40.148	0.355	
19.660	8773.360	47.948	0.407	
19.660	8773.321	41.206	0.333	
19.660	8773.283	45.025	0.415	
19.660	8773.244	40.546	0.334	
19.660	8773.205	42.913	0.394	
19.660	8773.166	44.943	0.346	
19.660	8773.128	45.837	0.358	
19.660	8773.089	39.603	0.330	
19.660	8773.050	44.157	0.426	
19.660	8773.012	44.336	0.394	
19.660	8772.973	42.374	0.381	
19.659	8772.934	43.149	0.390	
19.659	8772.895	43.742	0.347	
19.659	8772.857	38.134	0.320	
19.659	8772.818	40.545	0.323	
19.659	8772.779	41.860	0.384	
19.659	8772.741	39.505	0.376	
19.659	8772.702	40.533	0.366	
19.659	8772.663	42.565	0.405	
19.659	8772.624	43.851	0.327	
19.659	8772.586	45.623	0.362	
19.659	8772.547	36.499	0.288	
19.659	8772.508	37.424	0.337	
19.659	8772.470	39.753	0.333	
19.659	8772.431	42.855	0.381	
19.658	8772.392	40.819	0.295	
19.658	8772.353	48.170	0.319	
19.658	8772.315	37.902	0.352	
19.658	8772.276	43.620	0.367	
19.658	8772.237	38.469	0.321	
19.658	8772.198	46.701	0.345	
19.658	8772.160	37.578	0.360	
19.658	8772.121	43.883	0.387	
19.658	8772.082	45.416	0.376	
19.658	8772.044	42.831	0.339	
19.658	8772.005	42.584	0.347	
19.658	8771.966	47.316	0.394	
19.658	8771.927	49.448	0.326	
19.657	8771.889	51.054	0.463	
19.657	8771.850	38.597	0.337	
19.657	8771.811	40.479	0.325	
19.657	8771.773	40.911	0.316	
19.657	8771.734	40.556	0.328	
19.657	8771.695	41.109	0.308	
19.657	8771.656	40.758	0.337	
19.657	8771.618	40.445	0.352	
19.657	8771.579	37.230	0.318	
19.657	8771.540	40.426	0.305	
19.657	8771.502	44.468	0.324	
19.657	8771.463	43.813	0.386	
19.657	8771.424	45.896	0.344	
19.657	8771.386	49.130	0.357	
19.656	8771.347	48.494	0.323	
19.656	8771.308	41.561	0.439	
19.656	8771.270	45.072	0.369	
19.656	8771.231	41.668	0.342	
19.656	8771.192	45.715	0.352	
19.656	8771.154	43.355	0.320	
19.656	8771.115	47.770	0.388	
19.656	8771.077	48.767	0.378	
19.656	8771.038	40.938	0.289	
19.656	8770.999	50.511	0.426	
19.656	8770.961	39.932	0.303	
19.656	8770.922	47.013	0.343	
19.656	8770.883	41.608	0.404	
19.655	8770.845	35.367	0.313	
19.655	8770.806	37.589	0.313	
19.655	8770.768	41.360	0.390	
19.655	8770.729	37.846	0.315	
19.655	8770.690	38.337	0.347	
19.655	8770.652	48.759	0.336	
19.655	8770.613	42.458	0.341	
19.655	8770.575	45.275	0.369	
19.655	8770.536	42.423	0.345	
19.655	8770.497	43.054	0.328	
19.655	8770.459	40.751	0.311	
19.655	8770.420	35.492	0.340	
19.655	8770.382	46.874	0.325	
19.654	8770.343	41.713	0.343	
19.654	8770.305	52.284	0.379	
19.654	8770.266	43.714	0.363	
19.654	8770.228	45.095	0.393	
19.654	8770.189	48.538	0.315	
19.654	8770.150	39.614	0.361	
19.654	8770.112	45.830	0.359	
19.654	8770.073	46.597	0.355	
19.654	8770.035	40.609	0.290	
19.654	8769.996	38.987	0.330	
19.654	8769.958	37.084	0.305	
19.654	8769.919	40.904	0.381	
19.654	8769.881	42.717	0.296	
19.654	8769.842	43.769	0.337	
19.653	8769.804	42.577	0.303	
19.653	8769.765	46.738	0.333	
19.653	8769.727	48.276	0.362	
19.653	8769.688	43.851	0.302	
19.653	8769.650	43.384	0.325	
19.653	8769.611	44.451	0.322	
19.653	8769.573	45.958	0.349	
19.653	8769.534	45.899	0.367	
19.653	8769.496	48.070	0.325	
19.653	8769.457	46.089	0.339	
19.653	8769.419	45.242	0.379	
19.653	8769.380	50.575	0.364	
19.653	8769.342	49.006	0.303	
19.652	8769.303	45.919	0.349	
19.652	8769.265	46.331	0.369	
19.652	8769.226	45.168	0.342	
19.652	8769.188	45.176	0.395	
19.652	8769.149	51.749	0.365	
19.652	8769.111	43.402	0.359	
19.652	8769.072	41.152	0.349	
19.652	8769.034	44.656	0.346	
19.652	8768.996	47.188	0.356	
19.652	8768.957	50.395	0.399	
19.652	8768.919	45.012	0.329	
19.652	8768.880	42.834	0.326	
19.652	8768.842	45.099	0.367	
19.652	8768.803	42.229	0.348	
19.651	8768.765	46.625	0.431	
19.651	8768.726	48.480	0.390	
19.651	8768.688	46.563	0.366	
19.651	8768.649	46.843	0.339	
19.651	8768.611	45.029	0.339	
19.651	8768.573	45.145	0.347	
19.651	8768.534	42.400	0.354	
19.651	8768.496	46.483	0.347	
19.651	8768.457	33.603	0.296	
19.651	8768.419	50.442	0.411	
19.651	8768.380	40.064	0.337	
19.651	8768.342	45.439	0.378	
19.651	8768.304	38.330	0.324	
19.650	8768.265	42.865	0.382	
19.650	8768.227	41.558	0.333	
19.650	8768.188	44.215	0.385	
19.650	8768.150	42.551	0.359	
19.650	8768.112	45.550	0.327	
19.650	8768.073	36.185	0.349	
19.650	8768.035	40.225	0.335	
19.650	8767.996	44.266	0.354	
19.650	8767.958	50.820	0.338	
19.650	8767.920	47.983	0.384	
19.650	8767.881	43.975	0.369	
19.650	8767.843	41.820	0.371	
19.650	8767.804	44.336	0.363	
19.649	8767.766	46.241	0.411	
19.649	8767.728	44.557	0.362	
19.649	8767.689	45.690	0.356	
19.649	8767.651	43.065	0.330	
19.649	8767.612	38.205	0.317	
19.649	8767.574	43.793	0.397	
19.649	8767.536	43.053	0.361	
19.649	8767.497	40.731	0.376	
19.649	8767.459	36.520	0.326	
19.649	8767.420	44.306	0.351	
19.649	8767.382	49.039	0.384	
19.649	8767.344	39.818	0.364	
19.649	8767.305	46.006	0.368	
19.649	8767.267	39.184	0.288	
19.648	8767.228	47.715	0.431	
19.648	8767.190	40.122	0.353	
19.648	8767.152	45.920	0.352	
19.648	8767.113	55.054	0.402	
19.648	8767.075	43.881	0.412	
19.648	8767.037	45.727	0.414	
19.648	8766.998	41.951	0.345	
19.648	8766.960	40.400	0.345	
19.648	8766.921	47.132	0.333	
19.648	8766.883	43.649	0.392	
19.648	8766.845	45.510	0.401	
19.648	8766.806	52.576	0.384	
19.648	8766.768	42.845	0.384	
19.647	8766.730	46.209	0.376	
19.647	8766.691	43.149	0.374	
19.647	8766.653	43.264	0.337	
19.647	8766.614	46.896	0.370	
19.647	8766.576	49.376	0.365	
19.647	8766.538	52.600	0.413	
19.647	8766.499	40.300	0.345	
19.647	8766.461	52.094	0.400	
19.647	8766.423	44.277	0.393	
19.647	8766.384	45.604	0.387	
19.647	8766.346	41.193	0.355	
19.647	8766.308	44.442	0.385	
19.647	8766.269	46.360	0.377	
19.647	8766.231	50.454	0.454	
19.646	8766.192	51.045	0.397	
19.646	8766.154	45.465	0.341	
19.646	8766.116	42.048	0.360	
19.646	8766.077	43.334	0.385	
19.646	8766.039	45.935	0.402	
19.646	8766.001	45.569	0.476	
19.646	8765.962	40.539	0.361	
19.646	8765.924	40.293	0.348	
19.646	8765.886	39.283	0.347	
19.646	8765.847	39.693	0.377	
19.646	8765.809	35.052	0.279	
